[1] ADD,umhaEY4lil,91628.00 
[2242] CANCEL_SET_SELL,umhaEY4lil,HPK 
[2243] COMMIT_BUY,jzi5Fg2GGS 
[2244] SET_SELL_TRIGGER,sYJRWa0Mih,AMD,10.99 
[2245] SET_SELL_TRIGGER,ojovZ9YLZM,OXY,70.86 
[2246] SET_BUY_AMOUNT,sYJRWa0Mih,AC,260.00 
[2247] SET_BUY_TRIGGER,w69hSQMdyy,FPH,177.86 
[2248] SELL,xFrzsBbeiS,ZIM,351.85 
[2249] SET_BUY_AMOUNT,jzi5Fg2GGS,RRC,50.80 
[2250] SET_BUY_TRIGGER,sYJRWa0Mih,NRT,156.86 
[2251] CANCEL_SET_SELL,umhaEY4lil,TD 
[2252] SELL,xFrzsBbeiS,AMD,459.91 
[2253] COMMIT_SELL,LwNQpkd8mr 
[2254] CANCEL_SET_SELL,CqOb5G0hB4,CNQ 
[2255] SET_SELL_TRIGGER,BqhMWgFe1n,UAN,145.52 
[2256] CANCEL_BUY,ojovZ9YLZM 
[2257] SET_BUY_TRIGGER,jzi5Fg2GGS,TD,26.50 
[2258] CANCEL_SELL,umhaEY4lil 
[2259] CANCEL_BUY,CqOb5G0hB4 
[2260] CANCEL_SET_SELL,BqhMWgFe1n,PFE 
[2261] COMMIT_BUY,sYJRWa0Mih 
[2262] SET_SELL_AMOUNT,w69hSQMdyy,CPG,479.56 
[2263] COMMIT_SELL,xFrzsBbeiS 
[2264] CANCEL_BUY,BqhMWgFe1n 
[2265] BUY,CqOb5G0hB4,BNS,735.28 
[2266] QUOTE,BqhMWgFe1n,HPK 
[2267] DISPLAY_SUMMARY,LwNQpkd8mr 
[2268] CANCEL_SET_BUY,LwNQpkd8mr,LAC 
[2269] SET_SELL_TRIGGER,w69hSQMdyy,CPG,116.15 
[2270] COMMIT_SELL,jzi5Fg2GGS 
[2271] DISPLAY_SUMMARY,LwNQpkd8mr 
[2272] BUY,BqhMWgFe1n,DIS,266.11 
[2273] COMMIT_BUY,w69hSQMdyy 
[2274] CANCEL_SET_SELL,LwNQpkd8mr,AMD 
[2275] QUOTE,jzi5Fg2GGS,ENB 
[2276] CANCEL_SELL,w69hSQMdyy 
[2277] CANCEL_SELL,kul4JJSoHc 
[2278] COMMIT_BUY,jzi5Fg2GGS 
[2279] ADD,LwNQpkd8mr,70926.92 
[2280] CANCEL_SELL,sYJRWa0Mih 
[2281] CANCEL_BUY,BqhMWgFe1n 
[2282] BUY,LwNQpkd8mr,FPH,78.42 
[2283] DISPLAY_SUMMARY,w69hSQMdyy 
[2284] QUOTE,xFrzsBbeiS,OXY 
[2285] ADD,BqhMWgFe1n,76861.47 
[2286] CANCEL_BUY,LwNQpkd8mr 
[2287] BUY,BqhMWgFe1n,AAT,142.46 
[2288] BUY,xFrzsBbeiS,QQQ,405.99 
[2289] SET_BUY_AMOUNT,kul4JJSoHc,NIO,223.99 
[2290] ADD,w69hSQMdyy,72985.21 
[2291] CANCEL_SET_SELL,sYJRWa0Mih,HPK 
[2292] COMMIT_BUY,ojovZ9YLZM 
[2293] COMMIT_SELL,ojovZ9YLZM 
[2294] COMMIT_BUY,ojovZ9YLZM 
[2295] CANCEL_SELL,w69hSQMdyy 
[2296] SET_BUY_TRIGGER,xFrzsBbeiS,QQQ,106.03 
[2297] SET_SELL_TRIGGER,jzi5Fg2GGS,IPI,23.24 
[2298] SET_SELL_AMOUNT,BqhMWgFe1n,CLF,737.51 
[2299] DISPLAY_SUMMARY,ojovZ9YLZM 
[2300] SELL,xFrzsBbeiS,RRC,698.39 
[2301] BUY,xFrzsBbeiS,AMR,162.55 
[2302] CANCEL_SELL,xFrzsBbeiS 
[2303] COMMIT_BUY,CqOb5G0hB4 
[2304] ADD,CqOb5G0hB4,73863.37 
[2305] SET_SELL_TRIGGER,BqhMWgFe1n,CLF,561.10 
[2306] CANCEL_SET_BUY,umhaEY4lil,AME 
[2307] BUY,umhaEY4lil,AC,214.46 
[2308] SET_BUY_TRIGGER,kul4JJSoHc,DDS,13.49 
[2309] CANCEL_SELL,w69hSQMdyy 
[2310] CANCEL_BUY,xFrzsBbeiS 
[2311] COMMIT_BUY,kul4JJSoHc 
[2312] DISPLAY_SUMMARY,xFrzsBbeiS 
[2313] CANCEL_BUY,xFrzsBbeiS 
[2314] QUOTE,kul4JJSoHc,FPH 
[2315] ADD,BqhMWgFe1n,101210.95 
[2316] QUOTE,BqhMWgFe1n,BRD 
[2317] BUY,CqOb5G0hB4,IPI,306.21 
[2318] ADD,kul4JJSoHc,35841.45 
[2319] BUY,kul4JJSoHc,PFE,71.20 
[2320] CANCEL_SET_SELL,jzi5Fg2GGS,RY 
[2321] SET_SELL_AMOUNT,LwNQpkd8mr,DIS,34.35 
[2322] DISPLAY_SUMMARY,umhaEY4lil 
[2323] SET_SELL_TRIGGER,LwNQpkd8mr,DIS,34.20 
[2324] CANCEL_SET_BUY,jzi5Fg2GGS,TD 
[2325] CANCEL_SELL,jzi5Fg2GGS 
[2326] ADD,BqhMWgFe1n,75085.34 
[2327] QUOTE,BqhMWgFe1n,CNR 
[2328] SET_BUY_TRIGGER,umhaEY4lil,AC,132.45 
[2329] CANCEL_BUY,jzi5Fg2GGS 
[2330] ADD,xFrzsBbeiS,74348.41 
[2331] ADD,CqOb5G0hB4,79933.91 
[2332] SET_BUY_TRIGGER,sYJRWa0Mih,PDS,70.92 
[2333] DISPLAY_SUMMARY,sYJRWa0Mih 
[2334] CANCEL_SET_SELL,w69hSQMdyy,PDS 
[2335] CANCEL_SET_BUY,jzi5Fg2GGS,SU 
[2336] CANCEL_SET_SELL,umhaEY4lil,MVO 
[2337] CANCEL_BUY,BqhMWgFe1n 
[2338] QUOTE,kul4JJSoHc,SU 
[2339] QUOTE,xFrzsBbeiS,AME 
[2340] ADD,sYJRWa0Mih,61287.10 
[2341] QUOTE,jzi5Fg2GGS,AMR 
[2342] CANCEL_SET_SELL,BqhMWgFe1n,TRP 
[2343] BUY,w69hSQMdyy,HPK,344.20 
[2344] CANCEL_BUY,w69hSQMdyy 
[2345] COMMIT_BUY,ojovZ9YLZM 
[2346] SELL,ojovZ9YLZM,AC,641.21 
[2347] QUOTE,BqhMWgFe1n,RRC 
[2348] SELL,umhaEY4lil,DVN,69.40 
[2349] COMMIT_SELL,BqhMWgFe1n 
[2350] QUOTE,ojovZ9YLZM,AMR 
[2351] CANCEL_SET_SELL,jzi5Fg2GGS,HCC 
[2352] BUY,sYJRWa0Mih,XOM,422.21 
[2353] QUOTE,w69hSQMdyy,IPI 
[2354] QUOTE,ojovZ9YLZM,RY 
[2355] COMMIT_SELL,umhaEY4lil 
[2356] QUOTE,sYJRWa0Mih,GME 
[2357] CANCEL_SET_SELL,CqOb5G0hB4,OXY 
[2358] CANCEL_SELL,CqOb5G0hB4 
[2359] CANCEL_BUY,LwNQpkd8mr 
[2360] CANCEL_SET_SELL,sYJRWa0Mih,BNS 
[2361] QUOTE,ojovZ9YLZM,DDS 
[2362] CANCEL_SET_BUY,sYJRWa0Mih,DDS 
[2363] ADD,LwNQpkd8mr,83316.28 
[2364] CANCEL_SET_SELL,LwNQpkd8mr,BTU 
[2365] BUY,xFrzsBbeiS,LXU,254.96 
[2366] CANCEL_SET_SELL,sYJRWa0Mih,AAT 
[2367] CANCEL_SELL,CqOb5G0hB4 
[2368] COMMIT_BUY,xFrzsBbeiS 
[2369] BUY,kul4JJSoHc,DDS,640.16 
[2370] BUY,xFrzsBbeiS,ABB,657.67 
[2371] QUOTE,kul4JJSoHc,AAT 
[2372] ADD,sYJRWa0Mih,72578.07 
[2373] SET_BUY_AMOUNT,ojovZ9YLZM,NIO,622.73 
[2374] SELL,umhaEY4lil,SLI,706.76 
[2375] ADD,kul4JJSoHc,82732.32 
[2376] SET_BUY_TRIGGER,ojovZ9YLZM,SU,563.72 
[2377] QUOTE,sYJRWa0Mih,BMO 
[2378] CANCEL_SELL,BqhMWgFe1n 
[2379] CANCEL_SET_SELL,CqOb5G0hB4,AAT 
[2380] SELL,LwNQpkd8mr,HCC,233.77 
[2381] QUOTE,xFrzsBbeiS,HPK 
[2382] SET_SELL_TRIGGER,umhaEY4lil,UAN,4.33 
[2383] SET_SELL_TRIGGER,LwNQpkd8mr,DDS,180.74 
[2384] SELL,LwNQpkd8mr,AMR,608.01 
[2385] CANCEL_BUY,ojovZ9YLZM 
[2386] COMMIT_BUY,w69hSQMdyy 
[2387] CANCEL_SET_SELL,umhaEY4lil,AMR 
[2388] DISPLAY_SUMMARY,umhaEY4lil 
[2389] COMMIT_BUY,ojovZ9YLZM 
[2390] QUOTE,BqhMWgFe1n,XOM 
[2391] BUY,LwNQpkd8mr,SLI,368.26 
[2392] BUY,sYJRWa0Mih,AAL,263.98 
[2393] SELL,jzi5Fg2GGS,DDS,106.86 
[2394] COMMIT_SELL,jzi5Fg2GGS 
[2395] SELL,xFrzsBbeiS,AMD,312.59 
[2396] DISPLAY_SUMMARY,umhaEY4lil 
[2397] BUY,sYJRWa0Mih,ALK,699.00 
[2398] QUOTE,BqhMWgFe1n,AR 
[2399] ADD,w69hSQMdyy,84456.54 
[2400] SELL,jzi5Fg2GGS,CNR,217.80 
[2401] CANCEL_SET_BUY,CqOb5G0hB4,HPK 
[2402] SET_BUY_TRIGGER,sYJRWa0Mih,CLF,41.31 
[2403] BUY,w69hSQMdyy,NRT,309.52 
[2404] ADD,ojovZ9YLZM,89828.77 
[2405] COMMIT_BUY,w69hSQMdyy 
[2406] SET_SELL_AMOUNT,BqhMWgFe1n,CLF,326.16 
[2407] SET_SELL_TRIGGER,BqhMWgFe1n,CLF,197.52 
[2408] CANCEL_SET_SELL,BqhMWgFe1n,ALK 
[2409] QUOTE,CqOb5G0hB4,RY 
[2410] SET_SELL_AMOUNT,LwNQpkd8mr,NRT,660.32 
[2411] SET_SELL_TRIGGER,LwNQpkd8mr,NRT,305.64 
[2412] CANCEL_SET_SELL,sYJRWa0Mih,HBB 
[2413] COMMIT_SELL,sYJRWa0Mih 
[2414] COMMIT_BUY,ojovZ9YLZM 
[2415] QUOTE,jzi5Fg2GGS,NRT 
[2416] COMMIT_SELL,xFrzsBbeiS 
[2417] ADD,BqhMWgFe1n,69034.83 
[2418] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2419] SELL,LwNQpkd8mr,CNR,205.51 
[2420] SET_BUY_AMOUNT,LwNQpkd8mr,AAT,46.94 
[2421] BUY,kul4JJSoHc,IPI,464.88 
[2422] CANCEL_BUY,xFrzsBbeiS 
[2423] SET_SELL_AMOUNT,umhaEY4lil,SLI,358.45 
[2424] SET_SELL_TRIGGER,CqOb5G0hB4,XOM,19.36 
[2425] ADD,jzi5Fg2GGS,89755.80 
[2426] CANCEL_SELL,CqOb5G0hB4 
[2427] CANCEL_SELL,sYJRWa0Mih 
[2428] QUOTE,kul4JJSoHc,AMR 
[2429] BUY,BqhMWgFe1n,BMO,422.20 
[2430] SET_BUY_AMOUNT,BqhMWgFe1n,NIO,396.86 
[2431] COMMIT_BUY,sYJRWa0Mih 
[2432] SET_SELL_AMOUNT,xFrzsBbeiS,RRC,719.88 
[2433] SET_BUY_TRIGGER,BqhMWgFe1n,CLF,156.39 
[2434] QUOTE,kul4JJSoHc,DVN 
[2435] QUOTE,sYJRWa0Mih,DVN 
[2436] BUY,kul4JJSoHc,BRD,107.19 
[2437] COMMIT_BUY,kul4JJSoHc 
[2438] ADD,ojovZ9YLZM,73420.26 
[2439] SET_SELL_AMOUNT,w69hSQMdyy,XOM,379.40 
[2440] SET_SELL_TRIGGER,BqhMWgFe1n,PDS,21.84 
[2441] BUY,jzi5Fg2GGS,BMO,688.83 
[2442] SET_BUY_TRIGGER,LwNQpkd8mr,HPK,42.36 
[2443] BUY,ojovZ9YLZM,ENB,133.59 
[2444] COMMIT_SELL,CqOb5G0hB4 
[2445] ADD,BqhMWgFe1n,48555.44 
[2446] QUOTE,w69hSQMdyy,DIS 
[2447] CANCEL_BUY,CqOb5G0hB4 
[2448] CANCEL_SELL,LwNQpkd8mr 
[2449] QUOTE,w69hSQMdyy,BTO 
[2450] SET_SELL_TRIGGER,umhaEY4lil,SLI,2.94 
[2451] COMMIT_BUY,jzi5Fg2GGS 
[2452] SET_BUY_TRIGGER,w69hSQMdyy,CNQ,76.09 
[2453] SELL,w69hSQMdyy,OXY,127.83 
[2454] CANCEL_BUY,jzi5Fg2GGS 
[2455] DISPLAY_SUMMARY,CqOb5G0hB4 
[2456] ADD,kul4JJSoHc,67754.49 
[2457] COMMIT_BUY,umhaEY4lil 
[2458] SET_SELL_TRIGGER,xFrzsBbeiS,RRC,334.69 
[2459] COMMIT_SELL,umhaEY4lil 
[2460] SELL,umhaEY4lil,ZIM,151.49 
[2461] SET_SELL_TRIGGER,jzi5Fg2GGS,DVN,139.47 
[2462] BUY,xFrzsBbeiS,IPI,625.54 
[2463] BUY,kul4JJSoHc,PDS,507.88 
[2464] COMMIT_BUY,BqhMWgFe1n 
[2465] BUY,w69hSQMdyy,BTO,618.13 
[2466] CANCEL_BUY,kul4JJSoHc 
[2467] CANCEL_SET_SELL,jzi5Fg2GGS,AAT 
[2468] ADD,kul4JJSoHc,62425.49 
[2469] COMMIT_BUY,w69hSQMdyy 
[2470] COMMIT_SELL,umhaEY4lil 
[2471] CANCEL_BUY,xFrzsBbeiS 
[2472] QUOTE,LwNQpkd8mr,AMD 
[2473] COMMIT_SELL,LwNQpkd8mr 
[2474] BUY,kul4JJSoHc,AR,721.99 
[2475] QUOTE,LwNQpkd8mr,BRD 
[2476] COMMIT_SELL,w69hSQMdyy 
[2477] COMMIT_BUY,ojovZ9YLZM 
[2478] CANCEL_BUY,ojovZ9YLZM 
[2479] ADD,ojovZ9YLZM,44062.88 
[2480] COMMIT_SELL,xFrzsBbeiS 
[2481] QUOTE,umhaEY4lil,IPI 
[2482] DISPLAY_SUMMARY,xFrzsBbeiS 
[2483] SET_SELL_AMOUNT,BqhMWgFe1n,AAL,571.00 
[2484] SET_BUY_TRIGGER,jzi5Fg2GGS,DIS,94.30 
[2485] SET_SELL_TRIGGER,xFrzsBbeiS,HPK,26.48 
[2486] ADD,LwNQpkd8mr,63737.92 
[2487] CANCEL_SET_SELL,kul4JJSoHc,AMR 
[2488] SET_BUY_TRIGGER,kul4JJSoHc,BMO,61.60 
[2489] ADD,xFrzsBbeiS,60775.47 
[2490] ADD,kul4JJSoHc,80811.65 
[2491] BUY,xFrzsBbeiS,AMR,632.33 
[2492] SET_SELL_TRIGGER,BqhMWgFe1n,AAL,239.18 
[2493] QUOTE,ojovZ9YLZM,AMD 
[2494] QUOTE,kul4JJSoHc,BNS 
[2495] COMMIT_SELL,CqOb5G0hB4 
[2496] BUY,ojovZ9YLZM,CNR,540.16 
[2497] DISPLAY_SUMMARY,CqOb5G0hB4 
[2498] BUY,sYJRWa0Mih,RRC,611.81 
[2499] CANCEL_SELL,LwNQpkd8mr 
[2500] BUY,umhaEY4lil,CNQ,475.35 
[2501] CANCEL_SET_SELL,BqhMWgFe1n,IPI 
[2502] CANCEL_BUY,kul4JJSoHc 
[2503] BUY,jzi5Fg2GGS,AMD,623.44 
[2504] CANCEL_SELL,umhaEY4lil 
[2505] SET_SELL_TRIGGER,xFrzsBbeiS,DDS,162.85 
[2506] SET_BUY_AMOUNT,xFrzsBbeiS,SLI,27.99 
[2507] COMMIT_SELL,BqhMWgFe1n 
[2508] ADD,kul4JJSoHc,75090.46 
[2509] SET_SELL_TRIGGER,umhaEY4lil,CLF,181.48 
[2510] COMMIT_BUY,jzi5Fg2GGS 
[2511] SET_BUY_TRIGGER,xFrzsBbeiS,BMO,21.07 
[2512] CANCEL_BUY,ojovZ9YLZM 
[2513] SELL,CqOb5G0hB4,CPG,139.92 
[2514] COMMIT_BUY,sYJRWa0Mih 
[2515] DISPLAY_SUMMARY,w69hSQMdyy 
[2516] ADD,sYJRWa0Mih,83242.68 
[2517] ADD,jzi5Fg2GGS,74263.68 
[2518] QUOTE,kul4JJSoHc,ZIM 
[2519] SET_SELL_AMOUNT,BqhMWgFe1n,AMR,510.97 
[2520] CANCEL_BUY,xFrzsBbeiS 
[2521] CANCEL_SET_BUY,ojovZ9YLZM,INO 
[2522] CANCEL_SET_SELL,w69hSQMdyy,XOM 
[2523] COMMIT_SELL,ojovZ9YLZM 
[2524] DISPLAY_SUMMARY,ojovZ9YLZM 
[2525] BUY,BqhMWgFe1n,AMR,230.57 
[2526] BUY,kul4JJSoHc,RY,23.34 
[2527] COMMIT_BUY,kul4JJSoHc 
[2528] COMMIT_SELL,CqOb5G0hB4 
[2529] BUY,kul4JJSoHc,CVE,308.97 
[2530] DISPLAY_SUMMARY,CqOb5G0hB4 
[2531] COMMIT_BUY,kul4JJSoHc 
[2532] DISPLAY_SUMMARY,ojovZ9YLZM 
[2533] COMMIT_BUY,xFrzsBbeiS 
[2534] QUOTE,umhaEY4lil,NIO 
[2535] ADD,ojovZ9YLZM,67816.88 
[2536] BUY,sYJRWa0Mih,BNS,49.35 
[2537] BUY,umhaEY4lil,ALK,621.42 
[2538] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2539] COMMIT_SELL,kul4JJSoHc 
[2540] SELL,CqOb5G0hB4,ZIM,294.67 
[2541] COMMIT_BUY,sYJRWa0Mih 
[2542] CANCEL_BUY,w69hSQMdyy 
[2543] DISPLAY_SUMMARY,kul4JJSoHc 
[2544] COMMIT_BUY,BqhMWgFe1n 
[2545] CANCEL_BUY,xFrzsBbeiS 
[2546] SET_SELL_AMOUNT,kul4JJSoHc,SLI,714.72 
[2547] SELL,sYJRWa0Mih,AC,136.17 
[2548] SET_BUY_TRIGGER,xFrzsBbeiS,LXU,191.27 
[2549] CANCEL_SELL,sYJRWa0Mih 
[2550] CANCEL_SELL,CqOb5G0hB4 
[2551] SELL,w69hSQMdyy,HCC,107.16 
[2552] ADD,LwNQpkd8mr,68655.31 
[2553] QUOTE,ojovZ9YLZM,BRD 
[2554] SET_SELL_TRIGGER,jzi5Fg2GGS,BNS,48.86 
[2555] COMMIT_BUY,umhaEY4lil 
[2556] SELL,BqhMWgFe1n,DIS,550.84 
[2557] SET_SELL_TRIGGER,kul4JJSoHc,SLI,426.27 
[2558] SELL,kul4JJSoHc,AC,292.08 
[2559] CANCEL_SELL,w69hSQMdyy 
[2560] QUOTE,ojovZ9YLZM,AMD 
[2561] CANCEL_SET_SELL,sYJRWa0Mih,VET 
[2562] SET_SELL_TRIGGER,sYJRWa0Mih,DIS,1.13 
[2563] CANCEL_SET_SELL,jzi5Fg2GGS,DIS 
[2564] CANCEL_SET_BUY,w69hSQMdyy,HPK 
[2565] CANCEL_SET_BUY,umhaEY4lil,HCC 
[2566] CANCEL_BUY,CqOb5G0hB4 
[2567] CANCEL_SET_SELL,xFrzsBbeiS,IPI 
[2568] BUY,LwNQpkd8mr,CNR,537.82 
[2569] QUOTE,ojovZ9YLZM,IPI 
[2570] SELL,umhaEY4lil,SLI,233.98 
[2571] QUOTE,w69hSQMdyy,ALK 
[2572] COMMIT_SELL,jzi5Fg2GGS 
[2573] COMMIT_BUY,w69hSQMdyy 
[2574] SELL,w69hSQMdyy,RRC,631.04 
[2575] CANCEL_BUY,LwNQpkd8mr 
[2576] COMMIT_SELL,w69hSQMdyy 
[2577] COMMIT_SELL,BqhMWgFe1n 
[2578] BUY,CqOb5G0hB4,SU,112.51 
[2579] SELL,w69hSQMdyy,DIS,128.88 
[2580] QUOTE,ojovZ9YLZM,CNQ 
[2581] SET_SELL_AMOUNT,w69hSQMdyy,CVE,636.93 
[2582] SELL,LwNQpkd8mr,DVN,522.40 
[2583] QUOTE,jzi5Fg2GGS,CVE 
[2584] DISPLAY_SUMMARY,umhaEY4lil 
[2585] DISPLAY_SUMMARY,umhaEY4lil 
[2586] ADD,jzi5Fg2GGS,74337.41 
[2587] COMMIT_SELL,CqOb5G0hB4 
[2588] COMMIT_SELL,LwNQpkd8mr 
[2589] CANCEL_SET_SELL,jzi5Fg2GGS,RRC 
[2590] BUY,BqhMWgFe1n,AMD,83.02 
[2591] SELL,w69hSQMdyy,INO,134.66 
[2592] COMMIT_SELL,xFrzsBbeiS 
[2593] SET_SELL_AMOUNT,sYJRWa0Mih,NIO,616.28 
[2594] DISPLAY_SUMMARY,xFrzsBbeiS 
[2595] CANCEL_SET_BUY,umhaEY4lil,AAT 
[2596] QUOTE,xFrzsBbeiS,HCC 
[2597] SET_BUY_TRIGGER,LwNQpkd8mr,PFE,17.77 
[2598] SET_SELL_TRIGGER,sYJRWa0Mih,NIO,507.91 
[2599] BUY,xFrzsBbeiS,FPH,252.93 
[2600] COMMIT_SELL,kul4JJSoHc 
[2601] QUOTE,ojovZ9YLZM,LXU 
[2602] DISPLAY_SUMMARY,BqhMWgFe1n 
[2603] CANCEL_SELL,CqOb5G0hB4 
[2604] CANCEL_SET_SELL,LwNQpkd8mr,CVE 
[2605] CANCEL_SELL,BqhMWgFe1n 
[2606] ADD,BqhMWgFe1n,87472.46 
[2607] BUY,LwNQpkd8mr,LAC,661.67 
[2608] SET_SELL_AMOUNT,jzi5Fg2GGS,AAT,292.33 
[2609] SET_BUY_TRIGGER,kul4JJSoHc,IPI,95.42 
[2610] SET_SELL_TRIGGER,jzi5Fg2GGS,AAT,27.31 
[2611] COMMIT_BUY,kul4JJSoHc 
[2612] DISPLAY_SUMMARY,BqhMWgFe1n 
[2613] SELL,sYJRWa0Mih,SLI,635.01 
[2614] BUY,ojovZ9YLZM,GME,32.43 
[2615] SELL,jzi5Fg2GGS,DIS,661.68 
[2616] ADD,CqOb5G0hB4,82085.94 
[2617] QUOTE,CqOb5G0hB4,NIO 
[2618] COMMIT_BUY,xFrzsBbeiS 
[2619] QUOTE,CqOb5G0hB4,BTO 
[2620] CANCEL_SET_BUY,BqhMWgFe1n,CLF 
[2621] COMMIT_SELL,kul4JJSoHc 
[2622] COMMIT_BUY,ojovZ9YLZM 
[2623] SET_BUY_TRIGGER,umhaEY4lil,SLI,180.56 
[2624] CANCEL_BUY,LwNQpkd8mr 
[2625] SELL,kul4JJSoHc,CPG,380.77 
[2626] COMMIT_SELL,umhaEY4lil 
[2627] ADD,xFrzsBbeiS,49665.35 
[2628] ADD,CqOb5G0hB4,71813.39 
[2629] DISPLAY_SUMMARY,LwNQpkd8mr 
[2630] QUOTE,CqOb5G0hB4,NRT 
[2631] CANCEL_SET_BUY,umhaEY4lil,QQQ 
[2632] BUY,ojovZ9YLZM,BNS,72.39 
[2633] COMMIT_BUY,LwNQpkd8mr 
[2634] CANCEL_SET_BUY,w69hSQMdyy,ALK 
[2635] CANCEL_SET_SELL,BqhMWgFe1n,AMR 
[2636] COMMIT_BUY,CqOb5G0hB4 
[2637] QUOTE,LwNQpkd8mr,AAL 
[2638] ADD,umhaEY4lil,66667.33 
[2639] COMMIT_BUY,ojovZ9YLZM 
[2640] QUOTE,xFrzsBbeiS,ABB 
[2641] ADD,CqOb5G0hB4,78575.99 
[2642] QUOTE,CqOb5G0hB4,NIO 
[2643] BUY,BqhMWgFe1n,HPK,404.92 
[2644] CANCEL_SET_SELL,kul4JJSoHc,CNR 
[2645] CANCEL_SET_BUY,w69hSQMdyy,BTU 
[2646] SELL,ojovZ9YLZM,DDS,65.33 
[2647] COMMIT_SELL,kul4JJSoHc 
[2648] CANCEL_SET_BUY,LwNQpkd8mr,RY 
[2649] COMMIT_SELL,sYJRWa0Mih 
[2650] SET_SELL_AMOUNT,xFrzsBbeiS,CLF,418.66 
[2651] BUY,umhaEY4lil,PDS,394.91 
[2652] CANCEL_SET_SELL,xFrzsBbeiS,CLF 
[2653] COMMIT_BUY,umhaEY4lil 
[2654] SET_BUY_TRIGGER,xFrzsBbeiS,TD,90.57 
[2655] SET_SELL_AMOUNT,sYJRWa0Mih,RRC,676.79 
[2656] CANCEL_SET_SELL,sYJRWa0Mih,RRC 
[2657] SELL,umhaEY4lil,AC,211.31 
[2658] SELL,sYJRWa0Mih,NIO,154.78 
[2659] SET_BUY_AMOUNT,sYJRWa0Mih,DDS,505.90 
[2660] CANCEL_SET_BUY,umhaEY4lil,NIO 
[2661] CANCEL_SET_BUY,kul4JJSoHc,AC 
[2662] BUY,sYJRWa0Mih,AC,541.79 
[2663] COMMIT_SELL,ojovZ9YLZM 
[2664] COMMIT_SELL,LwNQpkd8mr 
[2665] CANCEL_SET_BUY,CqOb5G0hB4,CNR 
[2666] SELL,xFrzsBbeiS,CLF,278.26 
[2667] QUOTE,jzi5Fg2GGS,HBB 
[2668] COMMIT_SELL,w69hSQMdyy 
[2669] SET_BUY_AMOUNT,kul4JJSoHc,ZIM,741.50 
[2670] COMMIT_BUY,xFrzsBbeiS 
[2671] BUY,LwNQpkd8mr,AMD,616.24 
[2672] COMMIT_SELL,sYJRWa0Mih 
[2673] BUY,BqhMWgFe1n,FPH,513.68 
[2674] QUOTE,LwNQpkd8mr,CVE 
[2675] BUY,jzi5Fg2GGS,OXY,411.02 
[2676] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2677] SET_BUY_TRIGGER,kul4JJSoHc,RY,702.76 
[2678] CANCEL_SELL,umhaEY4lil 
[2679] SET_BUY_TRIGGER,sYJRWa0Mih,AAL,214.80 
[2680] BUY,LwNQpkd8mr,RY,275.03 
[2681] CANCEL_BUY,BqhMWgFe1n 
[2682] CANCEL_BUY,umhaEY4lil 
[2683] SELL,BqhMWgFe1n,DIS,129.55 
[2684] QUOTE,ojovZ9YLZM,HCC 
[2685] BUY,kul4JJSoHc,OXY,98.10 
[2686] SET_SELL_AMOUNT,LwNQpkd8mr,AC,352.95 
[2687] CANCEL_BUY,w69hSQMdyy 
[2688] CANCEL_SET_BUY,CqOb5G0hB4,INO 
[2689] SET_SELL_AMOUNT,w69hSQMdyy,DDS,559.69 
[2690] SET_SELL_TRIGGER,LwNQpkd8mr,AC,333.97 
[2691] ADD,ojovZ9YLZM,65497.89 
[2692] QUOTE,CqOb5G0hB4,NRT 
[2693] BUY,sYJRWa0Mih,BRD,206.28 
[2694] CANCEL_SET_BUY,xFrzsBbeiS,SU 
[2695] COMMIT_SELL,BqhMWgFe1n 
[2696] ADD,jzi5Fg2GGS,87014.15 
[2697] ADD,BqhMWgFe1n,67309.65 
[2698] BUY,umhaEY4lil,BRD,144.66 
[2699] CANCEL_SET_SELL,umhaEY4lil,TD 
[2700] DISPLAY_SUMMARY,CqOb5G0hB4 
[2701] SET_SELL_TRIGGER,w69hSQMdyy,DDS,398.84 
[2702] BUY,CqOb5G0hB4,XOM,30.86 
[2703] CANCEL_SET_SELL,xFrzsBbeiS,RY 
[2704] SET_SELL_AMOUNT,BqhMWgFe1n,AMD,443.95 
[2705] QUOTE,xFrzsBbeiS,AMD 
[2706] COMMIT_BUY,sYJRWa0Mih 
[2707] DISPLAY_SUMMARY,xFrzsBbeiS 
[2708] CANCEL_SET_BUY,xFrzsBbeiS,RY 
[2709] QUOTE,ojovZ9YLZM,RY 
[2710] SET_SELL_TRIGGER,sYJRWa0Mih,PDS,188.00 
[2711] CANCEL_SET_SELL,sYJRWa0Mih,DDS 
[2712] BUY,ojovZ9YLZM,HCC,215.43 
[2713] QUOTE,xFrzsBbeiS,CNR 
[2714] CANCEL_BUY,jzi5Fg2GGS 
[2715] QUOTE,LwNQpkd8mr,HPK 
[2716] COMMIT_SELL,LwNQpkd8mr 
[2717] CANCEL_SET_BUY,sYJRWa0Mih,QQQ 
[2718] BUY,xFrzsBbeiS,RRC,475.35 
[2719] BUY,LwNQpkd8mr,NIO,48.25 
[2720] CANCEL_SELL,LwNQpkd8mr 
[2721] COMMIT_SELL,kul4JJSoHc 
[2722] COMMIT_BUY,CqOb5G0hB4 
[2723] ADD,sYJRWa0Mih,47994.00 
